UniProtID,BestPDBID(s),BestRfree
Q15691,6YF5,0.26
Q15700,2BYG,0.252
Q15717,6GC5,0.307
Q15746,5JTH,0.243
Q15788,7BQ1,0.2
Q15796,5XOD,0.323
Q15811,3FIA,0.212
Q15819,1J74,0.246
Q15843,4FBJ,0.217
Q15JG1,,
Q15KI8,2C83,0.252
Q16186,4WLR,0.273
Q16236,"5WFV, 4IFL",0.215
Q16539,6QYX,0.244
Q16548,6VO4,0.321
Q16552,5VB9,0.236
Q16555,5YZ5,0.211
Q16584,5K28,0.237
Q16595,3T3X,0.242
Q16602,6V2E,0.207
Q16611,2JCN,0.241
Q16625,1XAW,0.246
Q16637,4GLI,0.223
Q16651,3GYL,0.225
Q16655,2GUO,0.235
Q16665,6GFX,0.229
Q16666,,
Q16695,3T6R,0.301
Q16769,2AFM,0.189
Q16790,6RQN,0.221
Q16849,"3N4W, 3NG8",0.224
Q16968,,
Q16KL9,4FD6,0.231
Q177W0,7E50,0.275
Q183R7,6R53,0.239
Q186I6,4JZ2,0.19
Q1A2D0,,
Q1D4I3,,
Q1D4I4,,
Q1EG59,,
Q1EMV2,3P2Q,0.264
Q1GJV4,,
Q1HRL7,6OG0,0.205
Q1HVF7,4PRB,0.21
Q1K5M0,6MVI,0.212
Q1KLR5,,
Q1LAJ1,,
Q1LCS4,6VI5,0.249
Q1M7F4,5BK6,0.247
Q1PSF3,6ECD,0.245
Q1PST0,6SX0,0.449
Q1Q2X6,7AUF,0.29
Q1Q7P3,6R6M,0.24
Q1Q7P4,6R6M,0.24
Q1QD33,,
Q1QT89,4F4R,0.183
Q1QUN0,,
Q1QZR9,,
Q1R0W5,,
Q1RMX3,4K5B,0.204
Q1XGK3,5D2F,0.227
Q1ZS18,5EP1,0.189
Q20010,4YV4,0.322
Q20728,1LPL,0.226
Q21FJ0,,
Q21KE5,,
Q21XD7,4MEV,0.178
Q24008,5F67,0.19
Q24117,5E0M,0.264
Q24306,,
Q24451,6RRX,0.245
Q24570,,
Q25252,5CH5,0.227
Q25C86,3WSC,0.261
Q26239,1U18,0.238
Q26241,1T68,0.239
Q26548,2CK1,0.183
Q26966,,
Q27GR2,3OO8,0.184
Q28133,4WFU,0.221
Q29147,,
Q29460,1ES9,0.2
Q29551,1OOY,0.164
Q2FUY3,,
Q2FV54,6VJP,0.194
Q2FVD0,4EG9,0.302
Q2FXB0,,
Q2FXC3,4K1S,0.245
Q2FZE9,,
Q2G036,,
Q2G141,5F6F,0.251
Q2G160,,
Q2G261,6EX5,0.209
Q2G286,6L8G,0.148
Q2G2B2,3TIQ,0.287
Q2G2U4,5IS1,0.31
Q2GA79,,
Q2I2N4,5Z5H,0.265
Q2I752,,
Q2K0Z2,,
Q2KB35,,
Q2KIR7,,
Q2MFY2,,
Q2PS28,,
Q2PYN0,,
Q2QJL3,2FWA,0.174
Q2QRV3,,
Q2RGM7,6BUN,0.183
Q2SVC5,3MQO,0.245
Q2T5A3,5GLC,0.178
Q2T6B0,6V59,0.173
Q2T8B0,5I3E,0.287
Q2TDY4,4NMI,0.195
Q2UA85,4MAH,0.168
Q2UFA9,7DRY,0.174
Q2VC81,4BFN,0.152
Q2XSK9,2G7E,0.231
Q2YKI4,3FVB,0.187
Q2YY03,6IS4,0.24
Q30JB5,5MXY,0.246
Q30W70,,
Q31135,6BLR,0.223
Q31KX8,6GDU,0.235
Q31QW7,5LSR,0.172
Q32ZE1,5YOD,0.344
Q37875,,
Q37964,6ON0,0.435
Q37979,6HX0,0.337
Q38242,4KTZ,0.237
Q389P7,6E4P,0.231
Q38BV6,,
Q38PT6,,
Q392K7,6OGM,0.21
Q3ACS0,,
Q3ACS3,,
Q3AG28,,
Q3BYJ5,2OIV,0.264
Q3J179,4L9E,0.249
Q3JNW6,,
Q3JUV5,3EIZ,0.234
Q3K5N8,,
Q3K7T6,6PY5,0.245
Q3KFK7,,
Q3KSS4,4PRD,0.21
Q3KSS8,4JQX,0.236
Q3KST2,3SKO,0.208
Q3LHN3,4AEK,0.258
Q3MFZ5,4OBB,0.163
Q3SAG3,2INU,0.162
Q3SAW3,5EOE,0.163
Q3U2S8,3VMZ,0.232
Q3XZW8,2JFV,0.184
Q3ZD72,4OT3,0.335
Q40059,1TM3,0.169
Q40577,5ILZ,0.23
Q42551,6GUM,0.223
Q43758,2GHK,0.22
Q44048,1F1R,0.16
Q44529,1H9K,0.198
Q45040,2OL6,0.266
Q45071,,
Q45135,,
Q45462,6EYH,0.202
Q45488,,
Q45894,2G7N,0.211
Q45996,,
Q46085,4U6T,0.259
Q460N5,4ABL,0.178
Q46347,,
Q46495,2JI3,0.232
Q46822,2G74,0.179
Q46893,1VGT,0.216
Q46896,3NKD,0.234
Q46948,5SY4,0.146
Q46982,2EB5,0.206
Q47066,6U58,0.197
Q47106,1HQ0,0.187
Q47112,3ZFK,0.235
Q47149,4ML2,0.159
Q47155,5YV2,0.391
Q47212,4W6X,0.24
Q47454,1LYQ,0.242
Q47511,,
Q47537,6ST1,0.211
Q47765,1O82,0.194
Q47898,5V2I,0.173
Q47NK3,1SNG,0.194
Q47XN7,,
Q48391,4D5D,0.22
Q48EB9,,
Q4A0V8,3IRZ,0.209
Q4D6Q6,6XYD,0.243
Q4DA80,6HJG,0.229
Q4DSA0,4MYK,0.314
Q4FNM4,6A55,0.195
Q4G1L3,2O6S,0.175
Q4GWU5,6VXY,0.234
Q4GZL2,3M88,0.33
Q4J9K8,4ZBH,0.214
Q4K5A6,3LJI,0.224
Q4K8M0,6P5Q,0.208
Q4K977,3NOR,0.22
Q4KGU2,4J9X,0.233
Q4KMG0,3N1F,0.202
Q4PRK9,5HRU,0.16
Q4Q3K2,3RIV,0.187
Q4Q413,3FWU,0.232
Q4Q5S8,,
Q4QED2,7DES,0.372
Q4QLH0,6DTH,0.258
Q4TZQ3,,
Q4U443,6APF,0.178
Q4U5Z6,6KVM,0.22
Q4VCS5,,
Q4VGL6,6TQB,0.351
Q4VWW5,6BDB,0.393
Q4W8A1,3V0I,0.237
Q4WAW9,6OXJ,0.171
Q4WCL5,,
Q4WF29,6GUD,0.207
Q4WMJ8,5LX7,0.198
Q4WPJ0,6JQD,0.283
Q4WQS0,,
Q4WWF5,5DXL,0.293
Q4WZB3,,
Q4Z9Y5,4G6D,0.301
Q50927,2JE2,0.207
Q50940,,
Q50EL4,7BEZ,0.213
Q51480,,
Q51792,1T6K,0.194
Q51815,,
Q51817,5MUN,0.237
Q51883,,
Q51912,1K50,0.21
Q51918,4IOI,0.232
Q52369,1M70,0.158
Q52QI9,4H6V,0.213
Q52VH2,,
Q53239,2DWT,0.234
Q53291,1MI0,0.291
Q53685,4M60,0.238
Q53752,1PYL,0.197
Q53H47,3F2K,0.234
Q53I06,3E7R,0.217
Q53UJ4,5XQR,0.166
Q53VZ2,7F6U,0.237
Q53W25,1V8E,0.206
Q53W28,,
Q53W80,7C6F,0.211
Q53W82,1X1E,0.203
Q53W91,,
Q53WB3,1V7Q,0.231
Q53WG9,1WJ9,0.216
Q54137,5KWM,0.166
Q54276,,
Q54324,3M1M,0.244
Q54436,1YBK,0.181
Q54443,,
Q54450,1B2V,0.191
Q54727,,
Q54873,1N7P,0.212
Q54AI1,4GOH,0.205
Q55389,1DJ7,0.266
Q55418,6FRE,0.196
Q55460,2I4C,0.178
Q556V8,,
Q55781,1DJ7,0.266
Q55891,4EOC,0.203
Q56026,3O00,0.221
Q56185,1ZZC,0.224
Q56243,,
Q56310,1U0S,0.228
Q56312,4IGA,0.321
Q56952,6Q1C,0.283
Q569W9,1RUQ,0.231
Q56F26,,
Q57142,,
Q57159,4EPI,0.188
Q57471,1US6,0.228
Q57764,1N2M,0.197
Q57834,7C5C,0.238
Q57872,1PKH,0.183
Q57FR6,7DSG,0.264
Q57ZL6,4I75,0.223
Q580Y8,6ZPK,0.183
Q58108,1G8S,0.184
Q58164,3Q4R,0.205
Q581Y0,,
Q58452,2EPI,0.211
Q585F3,4AFR,0.175
Q58625,1EIF,0.278
Q58649,3WVA,0.233
Q58734,4YT8,0.244
Q58970,7D40,0.188
Q58989,1L7N,0.193
Q58MU6,,
Q59109,,
Q59110,,
Q59290,,
Q59325,4C8X,0.209
Q59393,3S0T,0.166
Q59452,1Z9P,0.203
Q59470,,
Q59471,,
Q59472,,
Q59623,2AQS,0.181
Q59643,1W5N,0.179
Q59675,1US3,0.18
Q59933,,
Q59L12,4LEB,0.154
Q59UP8,6EJH,0.204
Q5A3V6,1TKS,0.165
Q5AAJ8,7BWZ,0.208
Q5AD07,5CU9,0.29
Q5AU62,1K6I,0.236
Q5B5Z6,4G92,0.201
Q5CZR5,,
Q5DTV4,,
Q5DW55,4F83,0.197
Q5EG65,5VXR,0.379
Q5EPH2,1ZLH,0.164
Q5F4T5,5BSY,0.505
Q5F6E9,7B0L,0.179
Q5FIM8,6SX1,0.184
Q5G2D4,4I5R,0.164
Q5GA16,5N72,0.275
Q5GAF0,5VMO,0.208
Q5H5J0,3H2J,0.194
Q5H8A6,6O7C,0.226
Q5HED0,4JM7,0.236
Q5HHB9,4WVI,0.222
Q5HKE8,4FUO,0.316
Q5HKQ1,,
Q5HPA2,6GV5,0.227
Q5IW40,4YAR,0.224
Q5JD38,6EMS,0.275
Q5JII7,,
Q5JIZ3,5XNF,0.246
Q5JST6,,
Q5JTC6,4YK6,0.216
Q5KSB7,,
Q5KVJ9,,
Q5KW80,6F6K,0.271
Q5KWC1,4DS5,0.229
Q5KYB2,,
Q5L1X8,3WI9,0.177
Q5L4B1,"3ZFU, 3ZFN",0.239
Q5M7A7,6WSK,0.215
Q5M842,2AJS,0.226
Q5MK11,3HNU,0.207
Q5MYR6,,
Q5NFX0,3IGX,0.192
Q5NH47,,
Q5NIN6,5NBC,0.266
Q5NU42,4P9N,0.166
Q5RTL1,4YOB,0.198
Q5S3I3,3GTE,0.215
Q5S581,6SX8,0.247
Q5SHE1,2IIH,0.208
Q5SHV2,3WAE,0.218
Q5SHV8,2EG4,0.239
Q5SHX3,5XAL,0.249
Q5SI02,,
Q5SI52,1WNA,0.217
Q5SI95,1WWS,0.217
Q5SJ80,,
Q5SJM0,3OEP,0.194
Q5SJN0,,
Q5SJP3,2DSL,0.183
Q5SJP7,2ECR,0.179
Q5SJY9,,
Q5SK82,,
Q5SKH2,1WD7,0.246
Q5SKN7,,
Q5SKQ0,2CVB,0.189
Q5SKW5,3X0S,0.17
Q5SL04,2EJW,0.195
Q5SLA5,2D8E,0.242
Q5SLD7,6JAP,0.179
Q5SLE7,4ODP,0.22
Q5SLF2,"2IS8, 3MCH",0.203
Q5SLG2,,
Q5SLP8,7BFE,0.31
Q5SLQ3,,
Q5SM06,2CW4,0.3
Q5SM39,1V70,0.197
Q5SM60,3FUV,0.298
Q5SM65,4C8Y,0.219
Q5SM82,2EI5,0.235
Q5SMG9,2CWC,0.179
Q5SRI9,,
Q5SWA1,4V0X,0.254
Q5T0W9,5LZK,0.184
Q5T440,6GEU,0.234
Q5T4W7,2ASK,0.187
Q5TC82,4ULW,0.259
Q5UEA2,3ZYE,0.272
Q5UFR5,4WPA,0.246
Q5V8Z9,5FML,0.274
Q5VST9,4C4K,0.241
Q5WPU5,6S93,0.306
Q5XJA0,6CA4,0.215
Q5XVG3,6L0V,0.213
Q5Y812,5FB2,0.293
Q5ZSQ2,4IIP,0.194
Q5ZSQ3,3JZ9,0.211
Q5ZTL4,6ULH,0.246
Q5ZUA2,4BRO,0.27
Q5ZUV9,5XAD,0.248
Q5ZWI4,"6CGK, 6CDW",0.248
Q5ZWY9,4RXI,0.229
Q5ZXA4,4FGQ,0.208
Q5ZYC6,5X1E,0.269
Q5ZYC7,6EXA,0.245
Q5ZZB5,6AOJ,0.219
Q60032,,
Q60037,,
Q60053,5Z0U,0.125
Q60099,1AQ6,0.219
Q60393,3MPP,0.232
Q60598,5NV1,0.263
Q60603,4HOI,0.225
Q60754,,
Q60793,5KE6,0.451
Q60795,,
Q60AX2,4XQ1,0.162
Q61823,2ION,0.175
Q62165,5N30,0.199
Q62226,1VHH,0.204
Q62625,,
Q62760,5AZ7,0.258
Q62768,6NYC,0.243
Q63345,1PKO,0.195
Q63366,6PNP,0.287
Q63584,5AZY,0.286
Q63JW5,4BZ0,0.236
Q63NA5,6G1N,0.249
Q63SB3,6QJ6,0.242
Q63T74,3LR0,0.26
Q63T97,,
Q63UP7,3TUA,0.163
Q63VU8,5A4N,0.285
Q63ZY3,6TMD,0.247
Q64010,1CKB,0.255
Q64337,,
Q64368,,
Q64373,3IHD,0.219
Q64374,4GN7,0.19
Q64487,4YFE,0.258
Q65EX3,3OQH,0.189
Q65J43,6EJT,0.26
Q65JI7,4YZP,0.208
Q65JI9,,
Q65XA0,5D9V,0.225
Q65XY8,5Y91,0.215
Q65Z69,1Y9Z,0.158
Q65ZI1,2DQD,0.203
Q66G68,4XZD,0.228
Q66GI4,4G23,0.218
Q66JG9,1TJ6,0.178
Q67622,6WE0,0.352
Q676U5,5NUV,0.229
Q67G25,5A9C,0.212
Q68871,4H9K,0.2
Q68T42,,
Q6A0I4,5ZOA,0.166
Q6B0I6,,
Q6BCB5,,
Q6D0N7,4XGJ,0.232
Q6D6E7,,
Q6DDS9,6TYV,0.266
Q6DNE7,,
Q6FLB1,3PJP,0.244
Q6FNA9,,
Q6FX55,,
Q6GMX0,6UBI,0.302
Q6GMX4,6APC,0.218
Q6GMX6,3ZL4,0.254
Q6GWS6,5IZH,0.254
Q6IBS0,,
Q6IMN6,4OUM,0.208
Q6IRV4,6BJ3,0.221
Q6L8Q7,4ZKF,0.196
Q6MHS9,5CEA,0.22
Q6MHT0,5CEB,0.268
Q6MIH8,5C8L,0.203
Q6MKF5,,
Q6MM30,3TMB,0.223
Q6MPU9,,
Q6MQY8,6TAD,0.198
Q6N089,5EWI,0.28
Q6NAM1,6GXF,0.276
Q6NEA9,2HRX,0.229
Q6NF81,3HTL,0.231
Q6NGV6,,
Q6NJK4,4PWO,0.166
Q6NZB1,4C07,0.309
Q6P1J9,5YDF,0.168
Q6P2Q9,4JKH,0.251
Q6P587,6FOH,0.187
Q6P6C2,4O7X,0.245
Q6P823,2H9M,0.229
Q6PIF6,5XBF,0.217
Q6PJG0,1JVK,0.228
Q6PJP8,,
Q6PL18,6CPS,0.237
Q6PQK2,5M6K,0.228
Q6PYX1,3EO0,0.208
Q6Q0L4,6BO3,0.201
Q6Q1R8,5N4K,0.199
Q6Q546,3PLV,0.253
Q6QT42,1UUQ,0.143
Q6RYW5,3TD3,0.201
Q6SJQ7,5FFL,0.204
Q6SJY7,,
Q6SPF0,6LUI,0.479
Q6ST21,2EPO,0.215
Q6SW59,3MR9,0.237
Q6SZW1,6O0R,0.291
Q6T3W5,3GFU,0.264
Q6TA00,5XJP,0.219
Q6TKR8,4Z8Q,0.265
Q6TKR9,4Z8Q,0.265
Q6TQR6,3PHX,0.2
Q6TUJ5,4ITY,0.257
Q6UB28,,
Q6UDW7,,
Q6UV28,,
Q6UVM5,,
Q6V7J5,6IWG,0.213
Q6VBJ0,4A3X,0.159
Q6VEQ7,2GO2,0.206
Q6VT21,5MTC,0.188
Q6VT83,6AWZ,0.291
Q6WRY9,3TYS,0.295
Q6WSR8,3HBD,0.19
Q6WVP7,4RF3,0.239
Q6WY08,1WW7,0.254
Q6XEC0,6P96,0.194
Q6XZF7,4CC3,0.237
Q6Y7T6,4CT3,0.288
Q6YMS4,2J7U,0.201
Q6YRW5,5FFB,0.238
Q6ZMT1,6B27,0.211
Q6ZNX1,6M7A,0.243
Q6ZSG1,5D0M,0.236
Q6ZW76,4NJ8,0.219
Q6ZZJ1,6IIY,0.155
Q704V1,5ACS,0.173
Q70626,3H01,0.243
Q70C53,,
Q70CA4,6ZGN,0.218
Q70I53,,
Q716H3,4IDH,0.218
Q716H4,4DZJ,0.229
Q71AW2,1ZRU,0.171
Q71RW8,3O2C,0.239
Q71T02,,
Q72497,"1M9F, 1M9Y, 1M9X",0.201
Q726F3,3WAQ,0.269
Q72A99,,
Q72AS3,,
Q72AS4,,
Q72EC8,,
Q72GF3,4I69,0.354
Q72GH6,,
Q72HW2,5JRR,0.244
Q72IT0,,
Q72KX2,,
Q739M9,,
Q73GA4,3F4T,0.218
Q73HU7,6W9O,0.183
Q73PV9,5C5D,0.19
Q73RI0,,
Q74AE4,,
Q74FY6,4AAN,0.144
Q74K42,,
Q74M37,5OXX,0.279
Q74N74,5OXX,0.279
Q75I93,,
Q75TD0,2IC7,0.193
Q75WH8,,
Q75WP3,2CWS,0.121
Q76270,,
Q76BU9,3VXB,0.214
Q76CE7,7DDB,0.236
Q76K71,,
Q76KB0,,
Q76LX5,,
Q76NL8,,
Q775D6,1YU4,0.182
Q77DJ5,5VAP,0.254
Q792Q4,5HF1,0.263
Q79F77,5Y0L,0.198
Q79LN3,7DM0,0.209
Q7A189,1NYC,0.22
Q7A225,4PX8,0.189
Q7A655,3QZO,0.21
Q7A656,3RUR,0.249
Q7A827,4FNI,0.26
Q7BUF9,3FLA,0.225
Q7BVV5,6G1T,0.403
Q7CPI7,5OJH,0.168
Q7CSI0,4HCD,0.164
Q7CX36,3IP7,0.272
Q7D1T6,,
Q7DDI9,2IKB,0.234
Q7DDR9,5CKL,0.214
Q7DF83,,
Q7JYX0,,
Q7K1U0,6S7X,0.209
Q7K740,3VDJ,0.192
Q7K8Y5,4P0O,0.191
Q7KQK5,1Z40,0.231
Q7KUD5,,
Q7KZF4,2HQX,0.225
Q7L266,4O0E,0.242
Q7L8A9,6J4U,0.312
Q7LBC6,,
Q7LC44,6TN7,0.361
Q7M0L1,2C89,0.22
Q7M413,,
Q7M418,,
Q7M419,,
Q7M422,1X3K,0.192
Q7M9V0,4DGF,0.276
Q7MZL9,4MV2,0.173
Q7MZT8,,
Q7N439,4FBJ,0.217
Q7N561,5OFZ,0.212
Q7N8J0,7B7E,0.159
Q7NWG4,,
Q7P1K4,6ED0,0.311
Q7PGA3,3L4L,0.245
Q7Q9J3,3V2L,0.257
Q7QIJ8,4ROA,0.227
Q7RY31,5Z6D,0.219
Q7S6U4,3HNU,0.207
Q7SHI8,4D7V,0.27
Q7SI98,2D23,0.183
Q7SIA8,1NZA,0.259
Q7SIB2,1T61,0.173
Q7SIB3,1T61,0.173
Q7SIB8,"2BZC, 2BZ7",0.263
Q7SID2,4OB3,0.227
Q7SID3,4OB3,0.227
Q7SIE3,,
Q7SIG4,3LI4,0.214
Q7T1K6,2GIZ,0.214
Q7TS55,3FC0,0.226
Q7V0T9,,
Q7V6D4,4KVS,0.19
Q7WSN5,5AWQ,0.151
Q7WTN6,3JXS,0.217
Q7WTR6,,
Q7WUJ1,2B4P,0.169
Q7WYN2,4UYQ,0.202
Q7WYN3,1QZN,0.236
Q7X4S4,,
Q7XZK2,,
Q7XZK3,,
Q7Y3F3,4ZRZ,0.231
Q7Z3B4,4JNV,0.334
Q7Z3T8,3T7L,0.143
Q7Z3Y4,6MY5,0.244
Q7Z4S6,5YBU,0.286
Q7Z589,2FMM,0.197
Q7Z6J0,,
Q7Z6L1,4TQ1,0.194
Q7Z7C8,4WV6,0.202
Q7Z8V1,,
Q7ZVT3,,
Q80BK4,,
Q80FI3,,
Q80TS3,4RML,0.183
Q80TS7,6JJZ,0.218
Q80VC9,5OW5,0.242
Q80VW5,6FDE,0.29
Q80WL1,4D7C,0.236
Q80X44,6ML2,0.467
Q818Z9,,
Q819J1,3ZIJ,0.213
Q81BA8,1T06,0.202
Q81BL7,,
Q81GI3,5YCV,0.207
Q81HW2,3E83,0.254
Q81TB4,6TQY,0.194
Q81W73,4JD1,0.244
Q82GL5,7CL7,0.249
Q82L26,,
Q82UI9,2FBL,0.251
Q82VX5,,
Q82X47,,
Q833Y3,,
Q83883,3UR6,0.191
Q83884,,
Q838S1,4ALT,0.159
Q83AP3,,
Q83V25,2HBV,0.266
Q83WS1,2AHL,0.227
Q83WS2,2AHL,0.227
Q83XN4,3TM1,0.199
Q840P9,4D1T,0.218
Q842J9,2DSN,0.155
Q84B82,3TCJ,0.236
Q84BQ9,1UFK,0.232
Q84CU3,1V8U,0.2
Q84EX5,6H07,0.247
Q84FH6,1ODE,0.225
Q84HI8,4AMO,0.199
Q84II6,2DE5,0.21
Q84WK4,6AVV,0.177
Q85FT5,3WCQ,0.172
Q861F7,,
Q86925,4AGJ,0.263
Q86C09,,
Q86T24,6DFA,0.426
Q86U86,3G0J,0.309
Q86US8,2HWW,0.241
Q86VP1,4NLH,0.3
Q86VS8,5J8E,0.318
Q86W50,6DU4,0.306
Q86W56,,
Q86WA6,2OCK,0.26
Q86WV6,4EMU,0.279
Q87T87,4EXO,0.251
Q88E10,,
Q88JK6,6S3B,0.237
Q88K39,6WYX,0.304
Q88QV5,4Z6X,0.228
Q89GW5,3LVZ,0.189
Q89U61,,
Q89VB6,4WBR,0.181
Q89YI8,5CU7,0.188
Q89YQ6,3IKW,0.171
Q89YR3,6GP5,0.219
Q89ZI2,2CHO,0.206
Q89ZX5,,
Q8A090,1YMQ,0.198
Q8A0N4,6T8I,0.17
Q8A0N7,,
Q8A109,,
Q8A2F3,4DWO,0.211
Q8A3D9,7BLK,0.151
Q8A3I4,,
Q8A3K5,,
Q8A5V9,3QU9,0.235
Q8A6W6,6R3U,0.209
Q8A712,3E84,0.214
Q8AV11,1MBQ,0.148
Q8AXH5,2I25,0.209
Q8AXI4,1SQ2,0.199
Q8AXY1,1ZLB,0.162
Q8AYM0,,
Q8AYM1,,
Q8BG40,5OW5,0.242
Q8BG84,4ETY,0.246
Q8BGG7,2H0Q,0.23
Q8BHB9,6ERZ,0.29
Q8BJ34,5YAA,0.279
Q8C147,7CLY,0.204
Q8C9A2,6OZP,0.314
Q8CHN8,3POE,0.21
Q8CHT0,,
Q8CWN2,,
Q8DCF5,,
Q8DGS1,5ITI,0.296
Q8DH45,2J7V,0.224
Q8DI95,5OJ5,0.156
Q8DIJ1,1Z3X,0.189
Q8DJP8,3H7V,0.183
Q8DJT8,5MJO,0.19
Q8DKB5,6MR1,0.244
Q8DNC2,4HYE,0.266
Q8DP17,6DKE,0.2
Q8DP63,2C1G,0.208
Q8DQG2,5ZKL,0.249
Q8DQP4,4CU9,0.195
Q8DR57,6GQA,0.259
Q8DTF1,5UQZ,0.148
Q8DWI6,,
Q8E0S9,3PF2,0.228
Q8E372,,
Q8E378,5JF0,0.192
Q8E589,4Z1P,0.215
Q8E9X9,,
Q8EDL6,1M1P,0.188
Q8EG34,4LM8,0.181
Q8EGA7,3NJI,0.255
Q8EII5,4US7,0.222
Q8EJW4,,
Q8EKM7,2F7W,0.244
Q8EMJ9,3ES7,0.222
Q8EP31,5LBP,0.25
Q8G9G1,4MLS,0.256
Q8G9Q0,5NDE,0.205
Q8GCA3,5LIZ,0.221
Q8GGH0,4IA8,0.233
Q8GI16,7BUH,0.226
Q8GJ44,1UY1,0.187
Q8GMV7,3MFC,0.188
Q8GPH7,,
Q8GTM0,4AB0,0.261
Q8GWW7,1VKP,0.167
Q8GXJ4,,
Q8H0K8,1T6E,0.187
Q8I224,7AOJ,0.183
Q8I301,4M1N,0.243
Q8I4W8,4AOM,0.223
Q8I8I2,5TJS,0.231
Q8I914,2F9R,0.236
Q8I9N0,2FBO,0.237
Q8IDQ9,3UJA,0.199
Q8IEE9,4ZCQ,0.232
Q8IEW2,5AON,0.238
Q8IIJ8,4IRF,0.355
Q8ILQ7,1OKT,0.229
Q8INK6,,
Q8IU60,5MP0,0.237
Q8IU85,6QP5,0.42
Q8IUQ4,4C9Z,0.233
Q8IVV7,,
Q8IW19,6TYW,0.223
Q8IWS0,4R7A,0.198
Q8IWT1,4MZ2,0.237
Q8IWV8,3NY3,0.286
Q8IXJ6,1J8F,0.217
Q8J0K6,,
Q8JLF5,2HZE,0.246
Q8K4V4,5ELQ,0.21
Q8KKG0,,
Q8KMX3,4OP8,0.219
Q8KQ36,3JZZ,0.208
Q8KRB4,,
Q8KRB7,,
Q8KX15,4EIF,0.152
Q8L1N9,,
Q8L7G0,6YCQ,0.303
Q8L7J2,,
Q8L8B8,2A33,0.21
Q8L940,,
Q8LEK4,6LYX,0.177
Q8MNY2,4I05,0.215
Q8MTC1,1ORG,0.21
Q8N300,6J4U,0.312
Q8N371,6F4O,0.162
Q8N3R9,4UU6,0.269
Q8N448,5E22,0.406
Q8N4E7,5Z8S,0.183
Q8N5K1,4OOA,0.203
Q8N5Z0,5EFS,0.184
Q8N884,4MKP,0.279
Q8N8S7,2HO2,0.228
Q8N960,6FLJ,0.249
Q8NAV1,4RZA,0.25
Q8NB16,4M67,0.22
Q8NBP7,4NMX,0.231
Q8NBS9,3WGX,0.142
Q8NE86,5KUG,0.255
Q8NEM0,3KTF,0.233
Q8NEZ4,,
Q8NI22,3WHT,0.209
Q8NJY3,,
Q8NMD2,,
Q8NNA7,5B68,0.209
Q8NNN6,,
Q8NQ97,4AF5,0.27
Q8NQY2,4DBF,0.216
Q8NTB8,5B50,0.187
Q8NTB9,6JSC,0.167
Q8P839,5CDE,0.209
Q8P9V9,3GKK,0.215
Q8PBM3,,
Q8PDX2,5VXD,0.217
Q8PHA1,,
Q8PSW8,3LI8,0.207
Q8QGR0,3FEV,0.233
Q8R3R8,7CDB,0.247
Q8R5A3,4W8P,0.237
Q8R5F8,2CY4,0.269
Q8R7R4,,
Q8R910,3LE1,0.302
Q8RBX6,5JRV,0.238
Q8RD81,,
Q8RJN5,5AC3,0.194
Q8RJN8,"1H14, 1XW2",0.147
Q8RNV5,2OA9,0.224
Q8RNV8,2ODH,0.243
Q8RQP5,,
Q8RR56,,
Q8RSQ2,5HXU,0.268
Q8RSY1,2FD4,0.312
Q8RT31,,
Q8RTL3,2BMQ,0.175
Q8RTL4,2BMQ,0.175
Q8SRG7,,
Q8ST28,3OCI,0.213
Q8SUS7,,
Q8SXQ7,,
Q8T0W7,,
Q8T5C2,4CNB,0.27
Q8T9N5,,
Q8TB24,4WCI,0.222
Q8TB45,7DKL,0.19
Q8TBB1,5H7R,0.229
Q8TCD0,4NUG,0.244
Q8TCU6,4YON,0.184
Q8TDY2,6DCE,0.263
Q8TEQ6,6RNQ,0.25
Q8TG26,1GZJ,0.145
Q8TG90,,
Q8TLY9,3QZX,0.15
Q8TMX3,3HZ2,0.171
Q8TTZ5,3K6V,0.203
Q8TX37,4BG8,0.223
Q8TZH8,1J25,0.218
Q8TZJ1,5G59,0.176
Q8TZT9,,
Q8U1H5,2CWR,0.216
Q8U1Y4,5LDA,0.236
Q8U3V1,,
Q8U440,3P8B,0.312
Q8U671,,
Q8UB77,,
Q8UWK4,,
Q8UWK5,,
Q8VEB2,7BQF,0.245
Q8VGC3,1T0H,0.212
Q8VH51,4J5O,0.131
Q8VL32,1UTX,0.181
Q8VLX7,,
Q8VVD2,,
Q8VW87,,
Q8VXY9,,
Q8W4L5,5YUH,0.259
Q8WS26,6R04,0.244
Q8WSF8,,
Q8WTR2,4D3R,0.22
Q8WUM4,5WA1,0.251
Q8WWQ0,5S8K,0.192
Q8WX77,,
Q8WYQ5,3LE4,0.194
Q8WZ42,6H4L,0.248
Q8X123,,
Q8X270,5Z59,0.217
Q8X5Q7,3MPB,0.213
Q8X6R9,3ZDA,0.25
Q8XLZ0,4TLH,0.202
Q8XM24,4A42,0.276
Q8Y4J2,,
Q8Y565,6RWV,0.21
Q8Y5F1,,
Q8Y653,5HX7,0.229
Q8Y6I2,,
Q8Y7N7,3ISV,0.245
Q8YQN0,3HIX,0.271
Q8YUQ7,4IAM,0.182
Q8YXY7,5ZOH,0.243
Q8YYB7,6G3B,0.237
Q8YYM9,5Z74,0.22
Q8ZC05,6KQC,0.208
Q8ZJZ9,5EVC,0.207
Q8ZL64,3ZMF,0.247
Q8ZNF5,3OGA,0.224
