uniprot_id,frequency,pdb_ids
Q6PKG0,1,4ZC4
Q6PL18,14,"3DAI,4QSP,4QSQ,4QSU,4QUT,4QUU,5R4F,6CPS,6YB4,7M98,7PPX,7QUK,7QUM,8RU5"
Q6PQK2,8,"4XMC,4XMD,4XME,4XMF,4XMG,4XMH,5M6J,5M6K"
Q6PYX1,4,"1CE1,1UM5,1UM6,3EO0"
Q6Q0J1,1,4R2H
Q6Q0J6,1,3RKL
Q6Q0L4,2,"4IL7,6BO3"
Q6Q0L5,1,2C0N
Q6Q1R8,2,"5EPW,5N4K"
Q6Q1S2,1,2IEQ
Q6Q546,2,"3PLU,3PLV"
Q6Q547,1,3U28
Q6QEF8,1,7KYX
Q6QGE8,1,4JMQ
Q6QGH2,1,4BG7
Q6QK01,1,5T84
Q6QLQ4,1,2BPD
Q6QT42,2,"1UUQ,7ODJ"
Q6R661,1,2OPC
Q6R7N7,1,3NSW
Q6RCQ7,1,6B7P
Q6REQ5,1,2WL9
Q6RFZ0,1,6NLW
Q6RHR9,1,5ZYS
Q6RUA7,1,2WNK
Q6RYW5,3,"3TD3,4G4Y,4G4Z"
Q6S5I3,1,8S9W
Q6SJB6,1,3CHV
Q6SJQ7,2,"5FFL,6C74"
Q6SJY7,3,"3LS9,4L9X,4LH8"
Q6SPF0,2,"6LUI,6LUJ"
Q6ST21,3,"2EPK,2EPL,2EPO"
Q6SVB5,1,7Q02
Q6SW59,3,"3MR9,3MRB,3VCL"
Q6SZW1,2,"6O0R,6O1B"
Q6T179,1,1YXH
Q6T3W5,2,"2J6G,3GFU"
Q6TA00,3,"5X5J,5XJP,7CCI"
Q6TAQ1,1,6TVQ
Q6TDU5,1,4L0J
Q6TER0,1,6OWU
Q6TKR8,3,"4Z8Q,4Z8T,4Z8U"
Q6TKR9,3,"4Z8Q,4Z8T,4Z8U"
Q6TM72,1,5YHR
Q6TNP8,1,6MD5
Q6TQR6,2,"3PHX,3PRP"
Q6TRZ5,1,7KCG
Q6TUJ5,2,"4ITY,4IU5"
Q6TW43,1,5NCR
Q6U8B1,1,5HNO
Q6U9F0,1,3TXS
Q6UB28,3,"8KHM,8KHN,8KHO"
Q6UB36,1,2Y3N
Q6UDW7,3,"2Y8D,3BQK,3CML"
Q6UN15,1,7K95
Q6UQ65,1,4ZSF
Q6URH4,1,7PJD
Q6USC4,1,1PP0
Q6UV28,3,"1FAZ,1KP4,1LWB"
Q6UVJ0,1,6Z4A
Q6UVM5,2,"3CZE,3CZG"
Q6UWW0,1,2XST
Q6UX04,1,2HQ6
Q6UXN8,1,3VPP
Q6V7J5,3,"4ZFZ,6IWG,6IWH"
Q6V8M0,1,4BJ0
Q6VAY1,1,3M4F
Q6VBJ0,4,"4A3X,4AF9,4AFB,4AFC"
Q6VEQ7,2,"2GO2,6DWF"
Q6VN19,1,5JIA
Q6VPT6,1,3H7O
Q6VS32,1,4Z3T
Q6VT21,2,"5MTC,5MTD"
Q6VT83,4,"4M9B,4M9W,4MAP,6AWZ"
Q6VY99,1,6DVS
Q6W6X6,1,2WUA
Q6W7J7,1,6JZ1
Q6WIF3,1,2P9W
Q6WNK7,1,3MHS
Q6WNP1,1,4DOY
Q6WRY9,2,"3TYR,3TYS"
Q6WSR8,2,"3HBD,3HBE"
Q6WVP6,1,4Q40
Q6WVP7,4,"4RF3,4RF5,7P36,7P7Y"
Q6WY08,7,"1WW7,2ZGL,2ZGM,2ZGQ,2ZGR,2ZGS,3WG1"
Q6XBH1,1,3D03
Q6XBY7,1,6FM5
Q6XCI5,1,1W7O
Q6XEC0,11,"6I5D,6P96,7O5N,7O5Q,7O9N,7PEH,7PEP,7PGO,8PEA,8PEB,8QNZ"
Q6XLL6,1,6AVD
Q6XNL3,1,5YKU
Q6XZF7,4,"4CC2,4CC3,4CC7,4GLM"
Q6Y2R8,1,3K1E
Q6Y3X3,1,3OSX
Q6Y7P9,1,5M9F
Q6Y7T6,2,"4CSH,4CT3"
Q6YBS3,1,1MPX
Q6YCN3,1,6KRY
Q6YD91,1,1V00
Q6YHU6,1,5T6Y
Q6YMS4,2,"2J7U,4HHJ"
Q6YRW5,3,"5FFA,5FFB,5FFD"
Q6YWF1,1,4RJ9
Q6ZMT1,2,"6B26,6B27"
Q6ZMU5,1,3KB5
Q6ZMZ3,1,6WME
Q6ZN16,1,6V0M
Q6ZN17,1,4A4I
Q6ZNE5,1,6HOL
Q6ZNX1,2,"6M7A,6M7B"
Q6ZSG1,3,"5D0I,5D0M,5ULH"
Q6ZTA4,1,7QS5
Q6ZU15,1,8SJJ
Q6ZUM4,1,3PP2
Q6ZVK8,1,4HVY
Q6ZW76,2,"4NJ8,4NL9"
Q6ZXB6,1,3ZNY
Q6ZYH1,1,2X5C
Q6ZYJ2,1,2X3M
Q6ZYJ4,1,2X4J
Q6ZYJ9,1,2VXZ
Q6ZZJ1,4,"2X9L,3DFF,3DFK,6IIY"
Q700B8,1,4AXN
Q703E9,1,2GIY
Q704V1,4,"2YNT,2YNW,5ACR,5ACS"
Q70626,3,"3AHA,3GWO,3H01"
Q707V3,1,4O87
Q709H6,1,6TY2
Q70A61,1,2BVO
Q70AA1,1,2HJK
Q70AY8,1,4TVF
Q70C34,1,2XT2
Q70C53,4,"3UR7,3UR8,4GZI,4GZJ"
Q70CA4,2,"6ZGN,7PKW"
Q70CD0,1,6ZZB
Q70DK5,1,2CN3
Q70DX5,1,3HT1
Q70ET3,1,4QPX
Q70I00,1,6OBT
Q70I53,2,"1ZZ0,5G1B"
Q70IY1,1,3VEN
Q70KH6,1,3P3O
Q70LC3,1,2WB6
Q70LC7,1,3FBL
Q70MM3,1,6LJG
Q70XD7,1,2YPK
Q70Z35,1,6BNM
Q711B0,1,3ZRZ
Q716G8,1,5VGT
Q716H3,5,"4IDH,5C10,5C12,5C15,5C2D"
Q716H4,5,"3HEF,4DYQ,4DYR,4DZJ,4DZP"
Q719H9,1,5BXD
Q71AW2,2,"1ZRU,3DA0"
Q71B32,1,2XT1
Q71DI3,1,5B0Z
Q71PB4,1,4WB0
Q71RC2,1,3PKN
Q71RW8,2,"3O18,3O2C"
Q71T02,2,"2X8L,4B7U"
Q71TT1,1,4M1G
Q71VM4,1,4BQK
Q72497,6,"1M9E,1M9F,1M9X,1M9Y,3OBU,3OBX"
Q72498,1,3L3U
Q726F3,4,"3AGT,3AGU,3WAQ,3WHN"
Q72A99,6,"6B6W,6B6X,6DC2,6ONC,6OND,6VWY"
Q72AS3,4,"3ZE7,3ZE8,3ZEA,5JSK"
Q72AS4,4,"3ZE7,3ZE8,3ZEA,5JSK"
Q72D34,1,2O34
Q72DN3,1,3M1U
Q72EC8,2,"2XVX,2XVY"
Q72FB2,1,3H4Y
Q72G28,1,3HU5
Q72GF3,5,"3I31,3MWJ,4I68,4I69,5MAO"
Q72GH6,2,"2V8T,6KK8"
Q72GM6,1,3IA1
Q72GR8,1,4IZH
Q72H90,1,1WCV
Q72HW2,33,"2XU9,2XUW,2XVB,2YAE,2YAF,2YAH,2YAM,2YAO,2YAP,2YAQ,2YAR,4AI7,5G3B,5G3D,5G3E,5G3F,5JRR,5JX9,5K0D,5K15,5K3K,5K5K,5K7A,5K84,6Q29,6TYR,6W9X,6WCG,6WCH,6WCL,6WCM,6WCN,6WCP"
Q72I44,1,2GH9
Q72IB9,1,4K57
Q72IT0,3,"2WDC,2WDD,2WDE"
Q72IW9,1,1X0L
Q72J47,1,1UJ4
Q72J89,1,2D4O
Q72JT8,1,2F23
Q72K29,1,3ZTW
Q72KM1,1,3D8T
Q72KX2,2,"2B3B,2B3F"
Q72KY0,1,8SXW
Q72LM7,1,2IEL
Q72NB4,1,6PZJ
Q72NS0,1,4U09
Q72Q74,1,6OE6
Q72Q78,1,4TZH
Q72QN4,1,4HZI
Q72QS5,1,5NL9
Q72TC3,1,4U08
Q72TN2,1,6ULO
Q72U33,1,4U06
Q72U69,1,3BWS
Q72WF4,1,3OQ2
Q72YY9,1,3BLN
Q73372,1,5U3O
Q734X3,1,5JYB
Q739M5,1,5JD9
Q739M9,6,"4JH1,4JH2,4JH3,4JH4,4JH5,4JH6"
Q739U3,1,3DUL
Q73BT6,1,3CC8
Q73CY4,1,3K0Z
Q73CZ7,1,3GRD
Q73EI2,1,4JG2
Q73GA4,3,"3F4R,3F4S,3F4T"
Q73HD4,1,7FIU
Q73HU7,2,"6W9O,6W9R"
Q73PV9,2,"3RG8,5C5D"
Q73QW4,1,6JHZ
Q73RI0,2,"3QZ0,3R15"
Q73T33,1,3R9P
Q73WB6,1,3E4W
Q73WL5,1,3R9T
Q73WU1,1,3CKJ
Q73ZE2,1,4XXP
Q740S0,1,3GT2
Q741V7,1,3RD5
Q742C8,1,4KNP
Q742N2,1,3PZY
Q742X5,1,3TJR
Q743J2,1,3P0T
Q744G1,1,4QTP
Q746F4,1,1ZPW
Q746G4,1,7EAD
Q746J6,1,1N97
Q746K1,1,3BZG
Q746L9,1,4YQZ
Q747F6,1,2W31
Q748S4,1,2CZS
Q749F5,1,2OPL
Q749P2,1,3LR1
Q74AE4,3,"3CU4,3DP5,6U97"
Q74AQ6,1,3HC1
Q74BP5,1,1RWJ
Q74CB4,1,3H34
Q74D82,1,3C37
Q74DN1,1,2R78
Q74ED8,1,3H4N
Q74EF5,1,3EEA
Q74EH6,1,2IA7
Q74EM7,1,3B42
Q74FR2,1,3C3P
Q74FR4,1,3EZU
Q74FY6,2,"4AAL,4AAN"
Q74G83,1,3BXU
Q74GS0,1,3DEW
Q74H32,1,2RDC
Q74K42,2,"2YFR,2YFT"
Q74M37,2,"5OXX,5OXZ"
Q74MF3,1,6GQ8
Q74ML9,1,5JRC
Q74MZ1,1,5H34
Q74N74,2,"5OXX,5OXZ"
Q74SQ6,1,5UH0
Q74Y93,1,3N4J
Q753P9,1,5BTB
Q756A7,1,6A8M
Q756Z6,1,4XWU
Q75I93,11,"3F4V,3F5J,3F5K,3F5L,3SCR,3SCT,3SCU,3SCW,4QLJ,4QLK,4QLL"
Q75PQ8,1,8SIU
Q75TD0,2,"2IC7,2P2O"
Q75UV1,1,1VCD
Q75VV9,1,7M1O
Q75WH8,2,"3ITX,3ITY"
Q75WP3,2,"2CWS,2Z42"
Q76270,2,"1I5X,1QR9"
Q765B0,1,3B09
Q769D3,1,7LJI
Q76BU9,2,"3VXB,3VXC"
Q76BV4,1,4O8N
Q76CE7,2,"7DC5,7DDB"
Q76CE8,1,5B5H
Q76CS9,1,3AH7
Q76DI4,1,2ZJ9
Q76FN8,1,2ZBO
Q76G20,1,1UEB
Q76HJ9,1,6HCP
Q76IQ9,1,1V7V
Q76K71,3,"3A15,3A16,3A18"
Q76KB0,13,"3B0G,3B0J,3B0L,3B0M,3VKP,3VKQ,3VKR,3VKS,3VKT,3VLX,3VLY,3VM0,3VM1"
Q76KY5,1,5CZC
Q76KY6,1,3WMR
Q76L36,1,3VXG
Q76LB0,1,6AAV
Q76LX5,3,"3WRZ,3WS1,3WS4"
Q76N89,1,3L4H
Q76NL8,3,"3S5H,3S5I,3S5M"
Q76R61,1,5E00
Q76RI8,1,7QTW
Q76RJ0,1,1ZXT
Q775D6,3,"1YU0,1YU2,1YU4"
Q77DJ5,2,"5VAP,6E5X"
Q77YG1,1,3NTE
Q78EG7,1,1ZCK
Q792Q4,8,"5HEB,5HED,5HEY,5HF1,5HFB,5HFC,5HFE,5HFF"
Q79791,1,2PXR
Q797E6,1,2OC6
Q79F77,7,"5XYG,5XYP,5XYQ,5XYS,5XYT,5Y0L,5Y0M"
Q79FU3,1,4EHC
Q79FX8,1,7Q2E
Q79G13,1,1UP0
Q79IK2,1,2IP6
Q79LN3,2,"7C7U,7DM0"
Q79MP6,1,4F6H
Q79N53,1,7F8A
Q79V62,1,1V2Z
Q7A189,2,"1NYC,1QWX"
Q7A1I3,1,2W5Q
Q7A224,1,6CF1
Q7A225,3,"4PX8,5IWH,5IXL"
Q7A2S0,1,3BV8
Q7A4T2,1,7D8G
Q7A649,1,2ZDO
Q7A652,1,2Q8P
Q7A655,4,"3QZL,3QZM,3QZO,3QZP"
Q7A656,2,"3RTL,3RUR"
Q7A827,6,"2ZDP,3LGM,3LGN,3QGP,4FNH,4FNI"
Q7AKQ8,1,2EWT
Q7AP54,1,4MYP
Q7AP55,1,5JOQ
Q7APD5,1,4TX1
Q7AZX0,1,4OF4
Q7B004,1,2HNF
Q7BAE3,1,1TY0
Q7BCK4,1,5KE1
Q7BGC0,1,4MLO
Q7BMM3,1,4HRV
Q7BSA3,1,4JMP
Q7BSH1,1,2QLW
Q7BSV3,1,3SOL
Q7BSV8,1,3G20
Q7BTX0,1,4GF3
Q7BUF9,2,"3FLA,3FLB"
Q7BVV5,4,"4P0Y,4P0Z,4PM3,6G1T"
Q7CEG3,1,5JBS
Q7CG46,1,2GFF
Q7CIR8,1,3PZS
Q7CJX8,1,4MHB
Q7CLS3,1,3M6N
Q7CP75,1,5YDV
Q7CPA2,1,3OPK
Q7CPI7,2,"5OJH,5OLT"
Q7CPJ3,1,6E8A
Q7CPM9,1,5F4C
Q7CPV2,1,6IFC
Q7CPV8,1,2RA2
Q7CPX8,1,5JG7
Q7CQZ5,1,3I2Z
Q7CR15,1,3LHQ
Q7CR57,1,6XRR
Q7CRA4,1,2BG1
Q7CRQ0,1,3RFT
Q7CSI0,3,"1RVK,4HCD,4HCH"
Q7CU39,1,3TJ4
Q7CWE5,1,2H8O
Q7CWZ6,1,3C9H
Q7CX36,6,"3IP5,3IP6,3IP7,3IP9,3IPA,3IPC"
Q7CXI0,1,2G3A
Q7CY45,1,5HSQ
Q7D028,1,2GZ4
Q7D0E8,1,2R8W
Q7D0W3,1,2GHS
Q7D120,1,2OZV
Q7D1C9,1,2GMY
Q7D1T6,2,"4DX3,4DXK"
Q7D6H9,1,1ZEL
Q7DAU8,1,3L6G
Q7DD47,1,2JC5
Q7DDD9,1,3VK0
Q7DDI9,2,"2IKB,2IS5"
Q7DDN8,1,4Q7O
Q7DDR9,2,"5CKL,5CMT"
Q7DF83,2,"2XO6,2XQC"
Q7DJN2,1,5C17
Q7JV70,1,6SIB
Q7JXA8,1,4QUC
Q7JYX0,7,"6KEL,6KEM,6KEN,6KEO,6KEP,6KEQ,6KER"
Q7K1U0,2,"6S7X,6SID"
Q7K740,3,"3VDJ,3VDK,6PBV"
Q7K8Y5,2,"4P0F,4P0O"
Q7KMS3,1,3L7H
Q7KN62,1,4RV0
Q7KQK1,1,2R77
Q7KQK5,3,"1Z40,4R19,4R1B"
Q7KRY7,1,5WOU
Q7KUD5,2,"2WFU,2WFV"
Q7KZ85,1,6GME
Q7KZF4,2,"2HQX,3BDL"
Q7L1T6,1,3LF5
Q7L266,6,"4O0C,4O0E,4O0H,4PVP,4PVR,4PVS"
Q7L5D6,1,6AU8
Q7L5N1,1,4QFT
Q7L5Y1,1,4A35
Q7L8A9,3,"6J4U,6J8N,6J8O"
Q7LBC6,2,"5R7X,5RAN"
Q7LBR1,1,4TXR
Q7LC44,4,"6TN7,6TNQ,6TQ0,6YTU"
Q7LLW9,1,2W2K
Q7LST4,1,3G7N
Q7LYW4,1,2F5T
Q7LYW7,1,1EU8
Q7LZ71,1,1X2T
Q7LZQ1,1,2GV0
Q7M0L1,3,"2C89,2C8A,2C8E"
Q7M1Q1,1,1VBW
Q7M3Y3,1,3TZ1
Q7M413,3,"2ZFO,2ZS0,2ZS1"
Q7M418,3,"2ZFO,2ZS0,2ZS1"
Q7M419,3,"2ZFO,2ZS0,2ZS1"
Q7M421,1,1X46
Q7M422,9,"1X3K,2ZWJ,3A5A,3A5B,3A5G,3A9M,3ARJ,3ARK,3ARL"
Q7M4F9,1,3ALU
Q7M4J4,1,6A42
Q7M4T6,1,1V5I
Q7M537,1,5O5Y
Q7M729,1,5AYQ
Q7M9V0,2,"3OIR,4DGF"
Q7MAW7,1,2GAU
Q7MCK3,1,5A29
Q7MP98,1,3V4G
Q7MPU6,1,3UFB
Q7MR56,1,3JYG
Q7MT37,1,7CJE
Q7MTT4,1,2GUK
Q7MUU3,1,2P3P
Q7MVG6,1,3LL7
Q7MVU4,1,2P0S
Q7MVV4,1,7PVA
Q7MW40,1,3BIO
Q7MW70,1,2OKU
Q7MW92,1,2I6D
Q7MWD8,1,3IS6
Q7MWI3,1,7JLY
Q7MX11,1,3IUO
Q7MXB3,1,2NR7
Q7MXD1,1,2NQW
Q7MXD3,1,3HO7
Q7MXK0,1,4RDB
Q7MXL4,1,3PNN
Q7MZL9,2,"4MV2,4Q29"
Q7MZT8,4,"6HXA,8QBI,8QD5,8QD6"
Q7N439,2,"3GQJ,4FBJ"
Q7N4I5,1,6T5Z
Q7N4Z6,1,5GK1
Q7N561,2,"5OFX,5OFZ"
Q7N8I7,1,6T96
Q7N8I8,1,6RFZ
Q7N8J0,4,"5C9L,5C9O,7B7E,7BBI"
Q7NIT8,1,4JW0
Q7NRS2,1,3KEB
Q7NSS5,1,2HF1
Q7NSV3,1,4TXG
Q7NSZ5,1,3BMZ
Q7NTG7,1,3OIO
Q7NWG4,4,"4A6U,4BA4,7Q9X,7Q9Z"
Q7NWQ3,1,3F13
Q7NX87,1,3PZJ
Q7NYF4,1,3MCW
Q7NYG4,1,5EVL
Q7NYG6,1,3BO6
Q7NZ70,1,6GXS
Q7P1K4,2,"6ECY,6ED0"
Q7PF80,1,3PM2
Q7PGA3,3,"3L4A,3L4L,3PJI"
Q7PNF2,1,2QEV
Q7PP01,1,2I0O
Q7PXT9,1,3R1P
Q7Q9J3,2,"3V2L,4F7F"
Q7QIJ8,2,"3PZF,4ROA"
Q7R866,1,2AV4
Q7RAS9,1,4IDI
Q7RMC9,1,2A4A
Q7RP52,1,2PWQ
Q7RQ71,1,2QAC
Q7RTN6,1,1UPK
Q7RTR0,1,6Z2G
Q7RTV0,1,5SYB
Q7RVQ8,1,6P6E
Q7RY31,2,"5Z6D,5Z6E"
Q7S6N4,1,3EUO
Q7S6U4,2,"3HNU,3HNX"
Q7SDP4,1,4CZX
Q7SF71,1,7EP8
Q7SHI8,2,"4D7U,4D7V"
Q7SI98,6,"1XYF,2D1Z,2D22,2D23,2D24,5GQD"
Q7SIA5,1,1QLW
Q7SIA8,2,"1NZA,1V6H"
Q7SIB2,2,"1T60,1T61"
Q7SIB3,2,"1T60,1T61"
Q7SIB8,4,"1KDI,1KDJ,2BZ7,2BZC"
Q7SIC7,1,1WX1
Q7SID0,1,1IT2
Q7SID2,7,"1IRE,1UGR,3VYH,4OB0,4OB1,4OB2,4OB3"
Q7SID3,7,"1IRE,1UGR,3VYH,4OB0,4OB1,4OB2,4OB3"
Q7SIE2,1,1H4H
Q7SIE3,2,"1H4G,1QH7"
Q7SIF6,1,1G2N
Q7SIF7,1,1FR3
Q7SIG2,1,1EQ9
Q7SIG3,1,1ELT
Q7SIG4,16,"1E1A,1PJX,2GVW,2IAP,2IAR,2IAT,2IAV,2IAW,2IAX,3HLH,3HLI,3LI3,3LI4,3LI5,3O4P,4O5S"
Q7SIG5,1,1DYS
Q7SIH2,1,1ATG
Q7SSI0,1,2G69
Q7SZE1,1,3S69
Q7SZI7,1,1J7X
Q7T0W4,1,2J9W
Q7T1K6,2,"1XTA,2GIZ"
Q7T291,1,2NXF
Q7T2M9,1,4KMF
Q7TDW8,1,3ON9
Q7TGD1,1,4ALA
Q7TND8,1,5M00
Q7TPH6,1,3GBW
Q7TQN3,1,6MAA
Q7TS55,2,"2Q8O,3FC0"
Q7TSA3,1,1XAU
Q7TSG1,1,6EWP
Q7TSN7,1,3VQG
Q7TSU7,1,7LTW
Q7U624,1,4KMG
Q7UC03,1,2FZV
Q7UNW4,1,4KV7
Q7UTD8,1,3B5M
Q7V0T9,3,"8OEI,8OEM,8OGG"
Q7V6D4,4,"2OC5,4KVQ,4KVR,4KVS"
Q7V6F7,1,4OX8
Q7V867,1,2XCZ
Q7VN73,1,3MVN
Q7VS30,1,4MPT
Q7VSP8,1,3HDJ
Q7VTL8,1,4UIQ
Q7VTS1,1,2F5X
Q7VWF8,1,2FQP
Q7VXB1,1,2PFY
Q7VXB3,1,2PFZ
Q7VXW9,1,1Y9U
Q7W019,1,2QPQ
Q7W3B7,1,3D0K
Q7W3D6,1,3ISA
Q7W6X1,1,5IX8
Q7WBE0,1,3OCJ
Q7WRZ5,1,3EFY
Q7WSG2,1,6N7O
Q7WSJ4,1,3W08
Q7WSN5,2,"5AWO,5AWQ"
Q7WT42,1,1WOQ
Q7WTC8,1,3KBY
Q7WTN6,8,"2Y64,2Y6G,2Y6H,2Y6J,2Y6K,2Y6L,3JXS,5DPN"
Q7WTR6,3,"3RRS,3RSY,3S4A"
Q7WUJ1,2,"2B4P,2PT0"
Q7WY37,1,4N30
Q7WY62,1,3FYR
Q7WY73,1,2QE9
Q7WYA8,1,6YI4
Q7WYF5,1,3HPY
Q7WYN2,2,"4UYP,4UYQ"
Q7WYN3,10,"1QZN,1ZV9,3BWZ,3F2L,3FNK,3L8Q,4U3S,4UYP,4UYQ,4WI0"
Q7X0F0,1,1Y7Y
Q7X0P3,1,4B2N
Q7X4S4,2,"2JEM,2JEN"
Q7X9A0,1,3THG
Q7XSK0,1,7D6A
Q7XZK2,2,"2VLU,2VLV"
Q7XZK3,2,"2VM1,2VM2"
Q7Y3F3,5,"4F87,4ZRZ,7KWT,7KWW,7KWY"
Q7Y442,1,3SHS
Q7Y599,1,5I8J
Q7Y5B1,1,3IG9
Q7YRZ8,1,6SQP
Q7YT09,1,5H9K
Q7YT16,1,2FBD
Q7YT17,1,3CB7
Q7YT37,1,4OKV
Q7YTB0,1,3C7T
Q7YW97,1,5L9A
Q7YXJ9,1,2BJR
Q7YXK2,1,2BJQ
Q7Z144,1,5UJC
Q7Z1H1,1,1U53
Q7Z2E3,1,3KT9
Q7Z2W4,1,2X5Y
Q7Z3B3,1,4CY1
Q7Z3B4,4,"4JNU,4JNV,4JO7,7N8R"
Q7Z3T8,2,"3T7L,5MK0"
Q7Z3Y4,6,"1L7I,4PUB,5VSI,6MXS,6MY4,6MY5"
Q7Z434,1,3RC5
Q7Z460,1,6MQ7
Q7Z4H3,1,4DMB
Q7Z4I7,1,3IXE
Q7Z4S6,2,"5YBU,7KLJ"
Q7Z589,2,"1UZ3,2FMM"
Q7Z6E9,1,6E5X
Q7Z6J0,2,"7NZC,7NZD"
Q7Z6K5,1,4Z68
Q7Z6L1,2,"4TQ1,8P5P"
Q7Z6Z7,1,3H1D
Q7Z7C8,2,"4WV4,4WV6"
Q7Z7L7,1,7EP3
Q7Z8P9,1,6AGY
Q7Z8V1,2,"2Y9F,2Y9G"
Q7ZA77,1,3A71
Q7ZC55,1,3U91
Q7ZUW7,1,3DAC
Q7ZVT3,2,"2Y3V,2Y3W"
Q804T6,1,5Y3C
Q805F6,1,3C05
Q805F7,1,3C05
Q80A33,1,5I5N
Q80BK4,4,"1K6F,2CUO,2D3F,3AH9"
Q80FI3,2,"6Y65,6Y66"
Q80J95,1,4ASH
Q80S15,1,2J12
Q80TS3,2,"4RMK,4RML"
Q80TS7,2,"6JJZ,7BQG"
Q80U58,1,3GVO
Q80U87,1,1UJ0
Q80UW2,1,2RJ2
Q80VC9,2,"5LZN,5OW5"
Q80VW5,6,"6FDD,6FDE,6Y38,6Y9N,6Y9O,6Y9Q"
Q80W21,1,2DC5
Q80W49,1,4FD9
Q80WG5,1,6FNW
Q80WL1,2,"4D77,4D7C"
Q80X44,4,"6ML2,6ML3,6ML4,6ML5"
Q80Z29,1,2G95
Q811U5,1,3BAE
Q812L9,1,2FB5
Q812M4,1,3M6Y
Q812W6,1,7FBG
Q813T7,1,3KE4
Q814S6,1,7CW4
Q814U7,1,3BPK
Q816E8,1,3JXY
Q816F1,1,1Y71
Q816R0,1,1Y5E
Q816R4,1,1XHD
Q81817,1,4JMY
Q818Z9,3,"3UN2,3UN5,3UNY"
Q819J1,2,"3ZIJ,3ZIT"
Q819U0,1,1WS0
Q81AI8,1,1XQA
Q81BA8,2,"1T06,3ZBO"
Q81BF7,1,2QGM
Q81BJ4,1,2FQ4
Q81BL7,3,"4RYO,4RYQ,4RYR"
Q81C15,1,1TZ0
Q81CG1,1,1Y9W
Q81D84,1,8Q6U
Q81DA0,1,6W34
Q81DD6,1,3OMS
Q81EE8,1,3Q1P
Q81EJ6,1,5N1J
Q81EP4,1,4LN1
Q81ES4,1,2AO9
Q81F45,1,6JYI
Q81FD4,1,5Z7Q
Q81FP2,1,2IXD
Q81G39,1,4PZP
Q81G55,1,4BMU
Q81GI3,2,"5YCV,5YCX"
Q81GQ9,1,7CMX
Q81H03,1,1ZSW
Q81HW2,30,"3E83,3E86,3E89,3E8B,3E8H,3K03,3K04,3K06,3K08,3K0D,3K0G,3T1C,3T2M,3T4D,3T4Z,3TCU,3TET,4PDL,4PDM,4PDR,4PDV,4ZBM,6UFE,6V8Y,7OOR,7OOU,7OPH,7OQ1,7OQ2,7PA0"
Q81IG4,1,1YQH
Q81IM3,1,4HD5
Q81IT4,1,7BXY
Q81JD7,1,2R6Q
Q81JJ9,1,1YPF
Q81JK8,1,1XRE
Q81JP2,1,3P0R
Q81LA9,1,3DD6
Q81LW0,1,1XUQ
Q81M99,1,4NF2
Q81MQ2,1,3R8Y
Q81PP9,1,4CO9
Q81R22,1,8SSX
Q81RP3,1,2PZB
Q81SZ9,1,4NMU
Q81TB4,8,"6QO5,6QO7,6QO8,6QO9,6QOB,6TQV,6TQW,6TQY"
Q81TU1,1,6VJ4
Q81U45,1,6XD8
Q81UB2,1,3U7I
Q81W73,3,"4IR0,4JD1,5F6Q"
Q81WF6,1,3M3H
Q81WU4,1,3IFE
Q81X75,1,3UWD
Q81ZZ3,1,3D0F
Q82040,1,5ZHG
Q820S6,1,1IBY
Q82446,1,5KOU
Q827Q5,1,3V75
Q82FC3,1,5GO6
Q82GL5,2,"6L69,7CL7"
Q82HY3,1,3MMZ
Q82IF8,1,3EET
Q82KE3,1,2QNG
Q82L23,1,3LEQ
Q82L26,2,"3A21,3A23"
Q82L35,1,3GIW
Q82PP4,1,3W5M
Q82Q85,1,3H0U
Q82QL3,1,3GKB
Q82S11,1,2IN3
Q82S47,1,2PD1
Q82S91,1,3U8V
Q82SR2,1,3BUU
Q82SS8,1,2P13
Q82T10,1,2PN0
Q82T22,1,2ODK
Q82UI9,2,"2FBL,3TYP"
Q82UW4,1,2A6C
Q82VX3,1,3G5W
Q82VX5,2,"4KNT,4KNU"
Q82WP3,1,2OMO
Q82X29,1,2AUW
Q82X47,4,"3B9W,3B9Y,3B9Z,3BHS"
Q82XK1,1,1XFS
Q82XR9,1,2B0V
Q82Y41,1,2G84
Q82Z21,1,4OBI
Q82Z74,1,4NTL
Q82ZB5,1,3D3Y
Q82ZJ0,1,2OS0
Q82ZP8,1,1LJ9
Q830E8,1,2I5U
Q830Y8,1,4MZY
Q831B0,1,2F9H
Q831K6,1,2QSW
Q831K8,1,4EF1
Q831P8,1,2FHP
Q832L1,1,2NN5
Q832L2,1,2P25
Q83389,1,4OW5
Q833I7,1,2O0M
Q833Y3,2,"2R3B,2R3E"
Q83467,1,2WSU
Q834W6,1,3JVA
Q834X5,1,3CJM
Q835D7,1,2OX7
Q835Y1,1,3L1W
Q836C2,1,2HWV
Q836H1,1,2AZW
Q836H8,1,3CJ8
Q836M4,1,2FL4
Q837C3,1,2NRK
Q837D6,1,3O6P
Q837E0,1,5V2M
Q837R1,1,1Z6M
Q837X5,1,2R2Z
Q83883,2,"2FYQ,3UR6"
Q83884,2,"2ZL5,6H6Y"
Q838Q5,1,2QRU
Q838Q8,1,3HRA
Q838Q9,1,4KH8
Q838R0,1,4NW4
Q838S1,7,"4A02,4ALC,4ALE,4ALQ,4ALR,4ALS,4ALT"
Q838W1,1,4KLK
